tweet_id,tweet_content,timestamp
'877851821754155008,"#ServiceAlert: Following an earlier incident at 14 St-Union Sq, 4, 5 and 6 train service has resumed with delays.",Thu Jun 22 11:32:38 +0000 2017
'877850928447148032,"#ServiceAlert: n/b R trains via Q line from 57 St-7 Av to Lex Av-63 St, then via F to Roosevelt Av, due to switch problems at Lex-59 St.",Thu Jun 22 11:29:05 +0000 2017
'877848904057970688,"#ServiceAlert: Following an earlier incident at Lexington Av/59 St, F, Q and R train service has resumed with delays.",Thu Jun 22 11:21:03 +0000 2017
'877848262861926400,"#ServiceAlert: s/b 4 and 5 trains bypass 138 St-Grand Concourse, due to a sick passenger. Allow additional travel time.",Thu Jun 22 11:18:30 +0000 2017
'877847686577344512,"#ServiceAlert: n/b 4 and 5 trains are running local from 14 St-Union Sq to Grand Central-42 St, due to FDNY activity at 14 St-Union Sq.",Thu Jun 22 11:16:12 +0000 2017
'877846284354433026,"#ServiceAlert: Following an earlier incident in Jamaica Yard, M train service has resumed with delays.",Thu Jun 22 11:10:38 +0000 2017
'877844888787845121,"#ServiceAlert:Following an earlier incident at 63 Drive, E, F, M and R train service has resumed with delays.",Thu Jun 22 11:05:05 +0000 2017
'877843307518279680,#ServiceAlert: Following an earlier incident at Parkchester; 6 train service has resumed with delays.,Thu Jun 22 10:58:48 +0000 2017
'877842314051366918,"#ServiceAlert: Following an earlier incident at Parkchester, 6 train service has resumed with delays.",Thu Jun 22 10:54:51 +0000 2017
'877836970386366465,"#ServiceAlert: Metropolitan Av-bound M trains are running with delays, due to switch problems in Jamaica Yard. Allow additional travel time.",Thu Jun 22 10:33:37 +0000 2017
'877836106401697793,"#ServiceAlert: s/b 6 trains are running express from Pelham Bay to Hunts Point, due to NYPD activity at Parkchester.",Thu Jun 22 10:30:11 +0000 2017
'877835050494177281,"#ServiceAlert: n/b R via Q from 57 St to Lex Av-63 St, then via F to Roosevelt Av, due to switch problems at Lex/59 St.",Thu Jun 22 10:26:00 +0000 2017
'877833311833399298,"#ServiceAlert:Following an earlier incident at 63 Drive, E, F, M and R train service has resumed with delays.",Thu Jun 22 10:19:05 +0000 2017
'877831894661910529,"#ServiceAlert: s/b 6 trains are running with delays, due to NYPD activity at Parkchester. Allow additional travel time.",Thu Jun 22 10:13:27 +0000 2017
'877827586784505856,Update on Water Condition: Maintenance Personnel is on-scene working to correct problem. Service changes remain. We will keep you posted.,Thu Jun 22 09:56:20 +0000 2017
'877821789857906689,"b/d E, F, M and R trains have service changes and delays , due to a water condition at 63 Drive. Details at https://t.co/vhZQ2kHr6B",Thu Jun 22 09:33:18 +0000 2017
'877810419167113216,"Following an earlier incident in Manhattan and Queens A, E and F train service has resumed with delays.",Thu Jun 22 08:48:07 +0000 2017
'877809945978167296,"Following an earlier incident at Atlantic Av-Barclays Center, D, N, Q and R train service has resumed with delays.",Thu Jun 22 08:46:14 +0000 2017
'877798859644166144,"b/d D, N, Q &amp; R trains are running with delays, track maintenance at Atlantic Av-Barclays Center.",Thu Jun 22 08:02:11 +0000 2017
'877798784394174465,"b/d, A, E and F trains are running with delays, track maintenance in Manhattan and Queens. Allow additional travel time.",Thu Jun 22 08:01:53 +0000 2017
'877773528799391744,"b/d, A, E and F trains are running with delays, due to track maintenance in Manhattan and Queens. Allow additional travel time.",Thu Jun 22 06:21:32 +0000 2017
'877769603123990529,"b/d D, N, Q &amp; R trains are running with delays, due to track maintenance at Atlantic Av-Barclays Center.",Thu Jun 22 06:05:56 +0000 2017
'877739434971672576,"b/d D, N, Q and R trains are running with delays, due to track maintenance at Atlantic Av-Barclays Center.",Thu Jun 22 04:06:03 +0000 2017
'877734464759095296,"#ServiceAlert: b/d D, N, Q and R trains are running with delays, due to track maintenance at Atlantic Av-Barclays Center.",Thu Jun 22 03:46:18 +0000 2017
'877700110158671872,"#ServiceAlert: Following an earlier incident at 145 St, B and D train service has resumed with delays.",Thu Jun 22 01:29:47 +0000 2017
'877699033984372737,#ServiceAlert: s/b B and Ds ervice changes &amp; delays due to a train with mechanical problems at 145 St. See https://t.co/vhZQ2kZ2vb,Thu Jun 22 01:25:31 +0000 2017
'877673034794110976,"#ServiceAlert:  Following an earlier incident at W 4 St-Washington Sq, E F G and M train service has resumed with delays.",Wed Jun 21 23:42:12 +0000 2017
'877669834338828288,"#ServiceAlert: Due to an earlier incident at 33 St, 4 5 and 6 train service has resumed with delays.",Wed Jun 21 23:29:29 +0000 2017
'877668721044725762,#ServiceAlert: s/b F and M service changes and delays due to a train with mechanical problems at W 4 St. See https://t.co/vhZQ2kZ2vb,Wed Jun 21 23:25:04 +0000 2017
'877637974585901056,"#ServiceAlert: Following an earlier incident at Franklin Av, 2 3 4 5 and 6 train service has resumed with delays.",Wed Jun 21 21:22:53 +0000 2017
'877635409852874761,"#ServiceAlert: Following an earlier incident at 20 Av, N train service has resumed with delays.",Wed Jun 21 21:12:42 +0000 2017
'877635310795931652,"#ServiceAlert: b/d 2, 3, 4, 5 &amp; 6 train service changes, due to a NYPD investigation. See https://t.co/vhZQ2kHr6B",Wed Jun 21 21:12:18 +0000 2017
'877631775039569920,"#ServiceAlert: b/d [2], [3], [4], [5] &amp; [6] train service changes, due to a NYPD investigation. See https://t.co/vhZQ2kHr6B",Wed Jun 21 20:58:15 +0000 2017
'877629916292030464,"#ServiceAlert: b/d 4, 5 &amp; 6 train service changes, due to an unauthorized person on the tracks at Franklin Av. See https://t.co/vhZQ2kZ2vb",Wed Jun 21 20:50:52 +0000 2017
'877626815673708544,"#ServiceAlert: some n/b N trains are running express from Kings Hwy to 59 St (Bklyn), due to signal problems at 20 Av.",Wed Jun 21 20:38:33 +0000 2017
'877625692900425729,"#ServiceAlert: Following an earlier incident at Ft Hamilton Pkwy, F and G train service has resumed with delays.",Wed Jun 21 20:34:05 +0000 2017
'877625398498017281,"#ServiceAlert: s/b 4 &amp; 5 train service changes, due to an unauthorized person on the tracks at Franklin Av. See https://t.co/vhZQ2kHr6B",Wed Jun 21 20:32:55 +0000 2017
'877623073989685248,"#ServiceAlert: b/d F and G trains are running with delays, due to a loss of power at Ft Hamilton Pkwy. Allow additional travel time.",Wed Jun 21 20:23:40 +0000 2017
'877622460459270144,"#ServiceAlert: n/b N trains are running with delays, due to signal problems at 20 Av. Allow additional travel time.",Wed Jun 21 20:21:14 +0000 2017
'877621144043388936,"#ServiceAlert: Following an earlier incident at Flatbush Av-Brooklyn College, 2 and 5 train service has resumed with delays.",Wed Jun 21 20:16:00 +0000 2017
'877617278958874626,"#ServiceAlert:  b/d 2 and 5 trains are running with delays, due to signal problems at Flatbush Av. Allow additional travel time.",Wed Jun 21 20:00:39 +0000 2017
'877614036266868742,"#ServiceAlert: Following an earlier incident at Beach 25 St, A train service has resumed with delays.",Wed Jun 21 19:47:46 +0000 2017
'877613270009393153,"#ServiceAlert: n/b A trains are running with delays, due to a sick passenger at Beach 25 St. Allow additional travel time.",Wed Jun 21 19:44:43 +0000 2017
'877603160310898688,"#ServiceAlert: Following an earlier incident at 96 St, Q train service has resumed with delays.",Wed Jun 21 19:04:33 +0000 2017
'877601208235507712,"#ServiceAlert: Following an earlier incident at 149 St-Grand Concourse, 4 train service has resumed with delays.",Wed Jun 21 18:56:47 +0000 2017
'877599662919761920,"#ServiceAlert: s/b 4 trains are running with delays, due to NYPD activity at 149 St-Grand Concourse. Allow additional travel time.",Wed Jun 21 18:50:39 +0000 2017
'877594107450970121,"#ServiceAlert: b/d 2 and 5 trains are running with delays, due to signal problems at Flatbush Av. Allow additional travel time.",Wed Jun 21 18:28:34 +0000 2017
'877592273764192256,"#ServiceAlert: Following an earlier incident at Hoyt-Schermerhorn, A and C train service has resumed with delays.",Wed Jun 21 18:21:17 +0000 2017
'877590767220310018,"#ServiceAlert: b/d Q trains are running with delays, due to a train with mechanical problems at 96 St. Allow additional travel time.",Wed Jun 21 18:15:18 +0000 2017
'877587011791601664,Update:   A &amp; C line: Maintainers are on the scene making repairs at Hoyt St. We will keep you updated.,Wed Jun 21 18:00:23 +0000 2017
'877585974473048064,"#ServiceAlert: Following an earlier incident at Van Siclen Av, J train service has resumed with delays.",Wed Jun 21 17:56:15 +0000 2017
'877578868445646848,Update:  A &amp; C line: Maintainers are on the scene making repairs at Hoyt St. We will keep you updated.,Wed Jun 21 17:28:01 +0000 2017
'877577352259260416,"#ServiceAlert: b/d, no J train service between B'way Junction &amp; Crescent St, due to a train with mechanical problems at Van Siclen Av.",Wed Jun 21 17:22:00 +0000 2017
'877574228677201921,"#ServiceAlert: b/d A and C trains are running with extensive delays, due to a rail condition at Hoyt St. Allow additional travel time.",Wed Jun 21 17:09:35 +0000 2017
'877567702839156736,"#ServiceAlert: Following an earlier incident at 34 St-Herald Sq, N Q R and W train service has resumed with delays.",Wed Jun 21 16:43:39 +0000 2017
'877564831200559104,"#ServiceAlert: Following an earlier incident at Union St, D N and R train service has resumed with delays.",Wed Jun 21 16:32:14 +0000 2017
'877561231191572480,"#ServiceAlert: n/b N and Q trains via local from Canal St to 42 St, due to a sick passenger at 34 St. Allow additional travel time.",Wed Jun 21 16:17:56 +0000 2017
'877560605166759936,"#ServiceAlert: s/b A and C trains are delayed, due to a rail condition at Hoyt. Allow additional travel time.",Wed Jun 21 16:15:27 +0000 2017
'877558056695078912,"#ServiceAlert: Following an earlier incident at Flatbush Av, 2 and 5 train service has resumed with delays.",Wed Jun 21 16:05:19 +0000 2017
'877556682599129088,"#ServiceAlert: n/b R express from 36 St to Atlantic Av, due to a train with mechanical problems at Union St. Allow additional travel time.",Wed Jun 21 15:59:52 +0000 2017
'877545956153208832,"#ServiceAlert: some s/b 2 via 1 form Chambers St to South Ferry &amp; some s/b 5 terminate at Bowling Green, track maintenance at Flatbush Av.",Wed Jun 21 15:17:14 +0000 2017
'877541256553000961,"#ServiceAlert: Following an earlier incident at Whitehall St, R and W train service has resumed with delays.",Wed Jun 21 14:58:34 +0000 2017
'877540625029242880,"#ServiceAlert: s/b R and W trains are running with delays, due to with mechanical problems at Whitehall St. Allow additional travel time.",Wed Jun 21 14:56:03 +0000 2017
'877530953853403136,"#ServiceAlert: Following an earlier incident at 34 St-Herald Sq, B and D train service has resumed with delays.",Wed Jun 21 14:17:37 +0000 2017
'877530167966617601,"#ServiceAlert: s/b B and D trains are delayed, due to a train with mechanical problems at 34 St-Herald Sq. Allow additional travel time.",Wed Jun 21 14:14:30 +0000 2017
'877526284359872512,"#ServiceAlert: Following an earlier incident at 59 St-Columbus Circle, A, B, C and D train service has resumed with delays.",Wed Jun 21 13:59:04 +0000 2017
'877524763832463360,"#ServiceAlert: s/b B express 81 St to 59 St, C express 125 St to Canal St, due to FDNY activity at 59 St. Allow additional travel time.",Wed Jun 21 13:53:01 +0000 2017
'877522109140021248,"#ServiceAlert: s/b B and C trains are running express from 125 St to 59 St, due to FDNY activity at 59 St Allow additional travel time.",Wed Jun 21 13:42:29 +0000 2017
'877521543756165122,"#ServiceAlert:s/b [B] and [C] trains are running express from 125 St to 59 St, due to FDNY activity at 59 St Allow additional travel time.",Wed Jun 21 13:40:14 +0000 2017
'877520886219370496,"#ServiceAlert: s/b B and C trains are running with delays, due to FDNY activity at 59 St-Columbus Circle. Allow additional travel time.",Wed Jun 21 13:37:37 +0000 2017
'877516273122410497,"#ServiceAlert: Following an earlier incident at 145 St A, B, C and D train service has resumed with delays.",Wed Jun 21 13:19:17 +0000 2017
'877509545538596864,"#ServiceAlert: Following an earlier incident at Broad St, J train service has resumed with delays.",Wed Jun 21 12:52:33 +0000 2017
'877508524959555584,"#ServiceAlert:B road St bound J trains are terminating at Chambers St, due to a train with mechanical problems at Broad St.",Wed Jun 21 12:48:30 +0000 2017
'877504807862497280,"#ServiceAlert: Following an earlier incident at Sheepshead Bay, B train service has resumed with delays.",Wed Jun 21 12:33:44 +0000 2017
'877502665302913024,"#ServiceAlert: Following an earlier incident at 14 St, A, C and E train service has resumed with delays.",Wed Jun 21 12:25:13 +0000 2017
'877501981111332864,"#ServiceAlert: n/b B local from Brighton Beach to Kings Hwy, due to a train with mechanical problems at Sheepshead Bay.",Wed Jun 21 12:22:30 +0000 2017
'877499867433775104,"#ServiceAlert:Due to an earlier incident at Gun Hill Rd, s/b 2 and 5 train service has resumed with delays.",Wed Jun 21 12:14:06 +0000 2017
'877499777356836864,"#ServiceAlert: n/b C and E service changes, due to a sick passenger at 14 St. Visit https://t.co/vhZQ2kZ2vb",Wed Jun 21 12:13:44 +0000 2017
'877498737609887744,"#ServiceAlert: s/b A local 168 St to 125 St and s/b D local 145 St to 125 St, due to signal problems at 145 St. Allow additional travel time",Wed Jun 21 12:09:36 +0000 2017
'877496102039281664,"#ServiceAlert: n/b C and E trains are running with delays, due to a sick passenger at 14 St. Allow additional travel time.",Wed Jun 21 11:59:08 +0000 2017
'877490980714315776,"#ServiceAlert: s/b A local 168 St to 125 St, s/b D local 145 St to 125 St, due to signal problems at 145 St. Allow additional travel time",Wed Jun 21 11:38:47 +0000 2017
'877487749103747072,"#ServiceAlert:s/b A trains are running local from 168 St to 125 St, s/b A, B, C and D delayed, due to signal problems at 145 St.",Wed Jun 21 11:25:56 +0000 2017
'877485294274183168,"#ServiceAlert: s/b A trains are running local from 168 St to 125 St, due to signal problems at 135 St. Allow additional travel time.",Wed Jun 21 11:16:11 +0000 2017
'877451667637141504,"#ServiceAlert: Following an earlier incident at 59 St, A and E train service has resumed with delays.",Wed Jun 21 09:02:34 +0000 2017
'877424805401829376,"#ServiceAlert: Following an earlier incident at 42 St, N and Q train service has resumed with delays.",Wed Jun 21 07:15:50 +0000 2017
'877422061442007040,"#ServiceAlert: n/b N and Q trains are running exp from 34 St to 57 St, due to track maintenance at 42 St. Allow additional travel time.",Wed Jun 21 07:04:55 +0000 2017
'877395423236939777,"#ServiceAlert: b/d A and E trains service changes and delays, due to track maintenance at 59 St. See https://t.co/vhZQ2kZ2vb",Wed Jun 21 05:19:04 +0000 2017
'877390699297157121,"#ServiceAlert: Following an earlier incident at 3 Av-149 St, 2 train service has resumed with delays.",Wed Jun 21 05:00:18 +0000 2017
'877383240742576128,"#ServiceAlert: Following an earlier incident at 36 St, D and R train service has resumed with delays.",Wed Jun 21 04:30:40 +0000 2017
'877378776153415680,"#ServiceAlert: s/b A and E trains service changes and delays, due to track maintenance at 59 St. See https://t.co/vhZQ2kZ2vb",Wed Jun 21 04:12:55 +0000 2017
'877377219387052033,"#ServiceAlert: n/b A and E trains service changes and delays, due to track maintenance at 59 St. See https://t.co/vhZQ2kHr6B",Wed Jun 21 04:06:44 +0000 2017
'877361321062346752,"#ServiceAlert: s/b, D via N 36 St to Stillwell Av, s/b R express Atlantic Av to 36 St (Bklyn), due to switch problems at 36 St.",Wed Jun 21 03:03:34 +0000 2017
'877361257019518976,"#ServiceAlert: n/b, 2 and 5 trains are running with delays, due to signal problems at 3 Av-149 St. Allow additional travel time.",Wed Jun 21 03:03:18 +0000 2017
'877358467685777408,"#ServiceAlert: n/b 2 and 5 trains are running with delays, due to signal problems at 3 Av-149 St. Allow additional travel time.",Wed Jun 21 02:52:13 +0000 2017
'877348118714626048,"#ServiceAlert: s/b D via N 36 St to Stillwell Av, s/b R express Atlantic Av to 36 St (Bklyn), due to switch problems at 36 St.",Wed Jun 21 02:11:06 +0000 2017
'877345385970155521,"#ServiceAlert: Following an earlier incident at 14 St-Union Sq, 4 and 5 train service has resumed with delays.",Wed Jun 21 02:00:14 +0000 2017
'877343598781632512,"#ServiceAlert: n/b 4 and 5 trains are running local from Brooklyn Bridge to 42 St, due to FDNY activity at 14 St.",Wed Jun 21 01:53:08 +0000 2017
'877342181484134400,"#ServiceAlert: n/b 4 &amp; 5 trains are local form Brooklyn Br to 42 St, due to FDNY activity at 14 St. Allow additional travel time.",Wed Jun 21 01:47:30 +0000 2017
'877336577403432960,"#ServiceAlert: n/b 4 and 5 trains are running local from 14 St to 42 St, due to FDNY activity at 14 St. Allow additional travel time.",Wed Jun 21 01:25:14 +0000 2017
'877329542255329280,"#ServiceAlert: Following an earlier incident at 34 St-Penn Station, A, C and E train service has resumed with delays.",Wed Jun 21 00:57:17 +0000 2017
'877321604904005632,"#ServiceAlert: Following an earlier incident at Northern Blvd, E, F, M and R train service has resumed with delays.",Wed Jun 21 00:25:45 +0000 2017
'877320629518614528,"#ServiceAlert: s/b C &amp; E train service changes &amp; delays, due to a train with mechanical problems at 34 St. See https://t.co/vhZQ2kHr6B",Wed Jun 21 00:21:52 +0000 2017
'877299872377995264,"#ServiceAlert: s/b E and F train service changes and delays, due to signal problems at Northern Blvd. See https://t.co/vhZQ2kZ2vb",Tue Jun 20 22:59:23 +0000 2017
'877298171512270852,"#ServiceAlert: s/b E and F trains are running with delays, due to signal problems at Northern Blvd. Allow additional travel time.",Tue Jun 20 22:52:38 +0000 2017
'877290018431258625,"#ServiceAlert: Following an earlier incident at Flushing-Main St, 7 train service has resumed with delays.",Tue Jun 20 22:20:14 +0000 2017
'877286561431375872,#ServiceAlert: b/d 7 trains are running with delays due to signal problems at Flushing-Main St. Allow additional travel time.,Tue Jun 20 22:06:30 +0000 2017
'877283521131409408,"#ServiceAlert: Following an earlier incident at 59 St, 4 and 5 train service has resumed with delays.",Tue Jun 20 21:54:25 +0000 2017
'877280786105470981,#ServiceAlert: b/d 7  trains are running with delays due to signal problems at Flushing-Main St. Allow additional travel time.,Tue Jun 20 21:43:33 +0000 2017
'877280340099858432,"#ServiceAlert: n/b 4 and 5 trains are running local from 42 St to 125 St, due to NYPD activity at 59 St. Allow additional travel time.",Tue Jun 20 21:41:46 +0000 2017
'877275068040085508,"#ServiceAlert: Following an earlier incident at 75 Av, E, F, M and R train service has resumed with delays.",Tue Jun 20 21:20:49 +0000 2017
'877273608095240193,"#ServiceAlert: Following an earlier incident at 72 St, 1 train service has resumed with delays.",Tue Jun 20 21:15:01 +0000 2017
'877269701684072448,"#ServiceAlert: s/b E, F, M and R train service changes and delays, due to signal problems at 75 Av. See https://t.co/vhZQ2kZ2vb",Tue Jun 20 20:59:30 +0000 2017
'877266192842375168,"#ServiceAlert: s/b E, F, M and R trains are running with delays, due to signal problems at 75 Av. Allow additional travel time.",Tue Jun 20 20:45:33 +0000 2017
'877263075069616129,"Update: Re: 1 train, maintainers are on the scene working to correct the signal problems at 72 St. We will keep you posted.",Tue Jun 20 20:33:10 +0000 2017
'877262414294732802,"#ServiceAlert: s/b E and F trains are running with delays, due to signal problems at 75 Av. Allow additional travel time.",Tue Jun 20 20:30:32 +0000 2017
'877258814952812544,#ServiceAlert: Following an earlier incident at Rockaway Blvd A  train service has resumed with delays.,Tue Jun 20 20:16:14 +0000 2017
'877255173105647618,#ServiceAlert: s/b 1 trains are running with delays due to signal problems at 72 St. Allow additional travel time.,Tue Jun 20 20:01:46 +0000 2017
'877254910370340865,#ServiceAlert: n/b A trains are running with delays due to signal problems at Rockaway Blvd. Allow additional travel time.,Tue Jun 20 20:00:43 +0000 2017
'877251853670637568,"#ServiceAlert: s/b 1 trains are running with delays, due to signal problems at 72 St. Allow additional travel time.",Tue Jun 20 19:48:35 +0000 2017
'877250869749850112,"#ServiceAlert: Following an earlier incident at York St, F train service has resumed with delays.",Tue Jun 20 19:44:40 +0000 2017
'877247178967842816,"#ServiceAlert: n/b F train service changes and delays, due to a train with mechanical problems at York St. See https://t.co/vhZQ2kZ2vb",Tue Jun 20 19:30:00 +0000 2017
'877246912398843904,"#ServiceAlert: Following an earlier incident at 36 St (Bklyn), D and N train service has resumed with delays.",Tue Jun 20 19:28:57 +0000 2017
'877245980135043072,"#ServiceAlert: n/b D and N trains are running with delays, due to track maintenance at 36 St (Bklyn). Allow additional travel time.",Tue Jun 20 19:25:14 +0000 2017
'877235191563120640,"#ServiceAlert: Following an earlier incident at Morgan Av, L train service has resumed with delays.",Tue Jun 20 18:42:22 +0000 2017
'877225572870627328,"Maintainers are on the scene investigating. We will keep you updated.
Canarsie bnd L trains delay, due to signal problems at Morgan Av.",Tue Jun 20 18:04:09 +0000 2017
'877225472345681923,#ServiceAlert: Following an earlier incident at Wall St 2 and 3 train service has resumed with delays.,Tue Jun 20 18:03:45 +0000 2017
'877224566606770176,"#ServiceAlert: Following an earlier incident at 121 St, J trains service has resumed with delays.",Tue Jun 20 18:00:09 +0000 2017
'877222565017776129,"#ServiceAlert: Jamaica-bound J trains are running with delays, due to NYPD activity at 121 St. Allow additional travel time.",Tue Jun 20 17:52:12 +0000 2017
'877216587010514945,"#ServiceAlert: Following an earlier incident at 238 St, 1 train service has resumed with delays.",Tue Jun 20 17:28:26 +0000 2017
'877214431591190529,"#ServiceAlert: s/b 1 trains are running express from 242 St to 215 St, due to a train with mechanical problems at 238 St.",Tue Jun 20 17:19:53 +0000 2017
'877208359077851136,"#ServiceAlert: n/b 2 and 3 trains are running with delays, due to track maintenance at Wall St. Allow additional travel time.",Tue Jun 20 16:55:45 +0000 2017
'877195695131963392,"Maintainers are on the scene investigating. We will keep you updated.
Canarsie bound L trains delay, due to signal problems at Morgan Av.",Tue Jun 20 16:05:25 +0000 2017
'877194961032183812,"Maintainers are on the scene investigating. We will keep you updated.
Canarsie bound [L] trains delay, due to signal problems at Morgan Av.",Tue Jun 20 16:02:30 +0000 2017
'877193336641257472,"#ServiceAlert: Following an earlier incident at Wall St, 2 and 3 train service has resumed with delays.",Tue Jun 20 15:56:03 +0000 2017
'877184420079427584,"#ServiceAlert: n/b 2 and 3 trains are delayed, some n/b 2 via 5 from Nevins St to 149 St, due to track maintenance at Wall St.",Tue Jun 20 15:20:37 +0000 2017
'877183806754652160,"#ServiceAlert:/b 2 and 3 trains are delayed, some n/b 2 via 5 from Nevins St to 149 St, due to track maintenance at Wall St.",Tue Jun 20 15:18:11 +0000 2017
'877182859756400640,"After an incident at 34 St-Herald Sq service has resumed on B, D, F and M lines. There are delays,  allow for addit… https://t.co/x8jGBb4vFR",Tue Jun 20 15:14:25 +0000 2017
'877180190236999680,"#ServiceAlert: Following an earlier incident at 34 St, B, D, F and M train service has resumed with extensive delays.",Tue Jun 20 15:03:49 +0000 2017
'877178548573925376,"#ServiceAlert: Following an earlier incident at New Utrecht Av, N train service has resumed with delays.",Tue Jun 20 14:57:17 +0000 2017
'877174288297623553,"Update: B, D, F and M at 34 St. Personnel are on the scene investigating. We will keep you updated.",Tue Jun 20 14:40:22 +0000 2017
'877173760364863489,"#ServiceAlert: s/b N express from 59 St to Kings Hwy, due to a train with mechanical problems at New Utrecht. Allow additional travel time.",Tue Jun 20 14:38:16 +0000 2017
'877173731348680704,Update: L train at Morgan Av: Maintainers are on the scene investigating. We will keep you updated.,Tue Jun 20 14:38:09 +0000 2017
'877172940231516160,"Report incidents of sexual misconduct. Hearing from you, helps to keep our system safe.  #reportitnow… https://t.co/aWhITXdXJ8",Tue Jun 20 14:35:00 +0000 2017
'877172556872257538,"#ServiceAlert: Following an earlier incident at 138 St, 4 train service has resumed with delays.",Tue Jun 20 14:33:29 +0000 2017
'877172317578821637,"Update: B, D, F &amp; M at 34 St. Personnel are on the scene investigating. We will keep you updated.",Tue Jun 20 14:32:32 +0000 2017
'877165729367429120,"#ServiceAlert: n/b B, D, F &amp; M service changes. This is due to ongoing signal problems at 34 St. Visit https://t.co/vhZQ2kZ2vb",Tue Jun 20 14:06:21 +0000 2017
'877165455215132673,"#ServiceAlert: Canarsie-bnd L trains are running with delays, due to signal problems at Morgan Av. Allow additional travel time.",Tue Jun 20 14:05:16 +0000 2017
'877165369663815680,"#ServiceAlert: s/b 4 train run local from 149 St to 125 St, due to switch problems at 138 St. Allow additional travel time.",Tue Jun 20 14:04:55 +0000 2017
'877165299019255808,"#ServiceAlert: Following an earlier incident at Mt Eden Av, 4 train service has resumed with delays.",Tue Jun 20 14:04:38 +0000 2017
'877159153483075584,"#ServiceAlert: s/b 4 trains bypassing Mt Eden Av, due to NYPD activity. Allow additional travel time.",Tue Jun 20 13:40:13 +0000 2017
'877148161776783360,"#ServiceAlert: n/b B, D, F &amp; M service changes; due to ongoing signal problems at 34 St. Visit https://t.co/vhZQ2kZ2vb",Tue Jun 20 12:56:33 +0000 2017
'877143203652284416,"#ServiceAlert: s/b 4 local from 149 St to 125 St, due to switch problems at 138 St. Allow additional travel time.",Tue Jun 20 12:36:50 +0000 2017
'877139268216467457,"#ServiceAlert: Following an earlier incident at 86 St, 6 train service has resumed with delays.",Tue Jun 20 12:21:12 +0000 2017
'877137484819435520,"#ServiceAlert: s/b 6 trains are express from 125 St to 42 St, due to a train with mechanical problems at 86 St. Allow additonal travel time.",Tue Jun 20 12:14:07 +0000 2017
'877135013623599104,"#ServiceAlert: Canarsie-bound L trains are running with delays, due to signal problems at Morgan Av. Allow additional travel time.",Tue Jun 20 12:04:18 +0000 2017
'877134769355718656,"#ServiceAlert:Following an earlier incident at Spring St 4, 5 and 6 train service has resumed with delays.",Tue Jun 20 12:03:20 +0000 2017
'877132797537812481,"#ServiceAlert: n/b B, D, F &amp; M service changes, due to ongoing signal problems at 34 St. Visit https://t.co/vhZQ2kZ2vb",Tue Jun 20 11:55:29 +0000 2017
'877131913760264193,"#ServiceAlert: s/b 6 rains are running with delays, due to FDNY activity at Spring St. Allow additional travel time.",Tue Jun 20 11:51:59 +0000 2017
'877126138287542272,"#ServiceAlert: Canarsie bound L trains are running with delays, due to signal problems at Morgan Av. Allow additional travel time.",Tue Jun 20 11:29:02 +0000 2017
'877125507963392000,"#ServiceAlert: Following an earlier incident at 34 St, A, B, C, D, E, F and M train service has resumed with extensive delays.",Tue Jun 20 11:26:31 +0000 2017
'877123628244111360,"#ServiceAlert: Following an earlier incident at 36 St (Queens), E, F and R train service has resumed with delays.",Tue Jun 20 11:19:03 +0000 2017
'877122445219684352,"#ServiceAlert:Following an earlier incident at 42 St-Times Sq, N, Q and R train service has resumed with delays.",Tue Jun 20 11:14:21 +0000 2017
'877122349996363776,"#ServiceAlert: Due to an earlier incident at Wall St, 2 and 3 train service has resumed with delays.",Tue Jun 20 11:13:59 +0000 2017
'877121076186292226,"#ServiceAlert: n/b E local Qns Plz to Roosevelt, n/b F local 21 St to Roosevelt Av, due to a train with mechanical problems at 36 St. Allow",Tue Jun 20 11:08:55 +0000 2017
'877120706894598144,"Personnel are on the scene investigating. We will keep you updated: n/b B, D, F &amp; M service changes, due to signal problems at 34 St.",Tue Jun 20 11:07:27 +0000 2017
'877115750456197120,"#ServiceAlert: n/b B, D, F &amp; M trains service changes, due to signal problems at 34 St. Visit https://t.co/vhZQ2kZ2vb",Tue Jun 20 10:47:45 +0000 2017
'877114132406906880,"#ServiceAlert: n/b B, D, F &amp; M service changes, due to signal problems at 34 St. Visit https://t.co/vhZQ2kZ2vb",Tue Jun 20 10:41:19 +0000 2017
'877110406912909313,"#ServiceAlert: n/b B, D, F &amp; M trains are delayed, due to signal problems at 34 St. Allow additional travel time.",Tue Jun 20 10:26:31 +0000 2017
'877108463880597504,"#ServiceAlert: n/b R trains are running express from 34 St to 57 St, due to FDNY activity at 42 St-Times Sq. Allow additional travel time.",Tue Jun 20 10:18:48 +0000 2017
'877106734623592448,"#ServiceAlert: n/b N and Q trains are running with delays, due to FDNY activity at 42 St-Times Sq. Allow additional travel time.",Tue Jun 20 10:11:56 +0000 2017
'877102597588623360,"#ServiceAlert: Following an earlier incident at Sutter Av, L train service has resumed with delays.",Tue Jun 20 09:55:29 +0000 2017
'877101564493783040,"#ServiceAlert: 8 Av bound L trains are running with delays, due to FDNY investigation at Sutter Av. Allow additional travel time.",Tue Jun 20 09:51:23 +0000 2017
'877089739391848448,"#ServiceAlert: Following an earlier incident b/t Atlantic Av and Whitehall St, R train service has resumed with delays.",Tue Jun 20 09:04:24 +0000 2017
